date,geocodigo,epiweek,temp_min,temp_med,temp_max,precip_min,precip_med,precip_max,precip_tot,pressao_min,pressao_med,pressao_max,umid_min,umid_med,umid_max
2012-01-20,1302603,201203,22.5959,24.9308,28.5868,1.0894,4.6774,12.4726,37.4191,0.9864,0.9892,0.9912,75.3345,88.5255,97.0811
2012-01-21,1302603,201203,23.4095,25.2938,27.1175,0.1808,3.8141,10.655,30.5126,0.9863,0.9892,0.9911,79.242,87.3726,95.8296
2012-01-22,1302603,201204,22.9535,24.6044,26.3318,0.4797,5.3183,11.3248,42.5468,0.9874,0.9892,0.9915,87.8528,92.797,98.3783
2012-01-23,1302603,201204,22.8062,24.8284,27.5708,1.2342,6.8289,11.3627,54.6314,0.9863,0.989,0.9909,76.2148,90.1275,98.49
2012-01-24,1302603,201204,22.9253,24.5318,26.2009,0.1208,8.0638,15.158,64.51,0.9859,0.9885,0.9911,82.4466,90.7565,97.0356
2012-01-25,1302603,201204,23.259,25.0536,27.1372,0.3331,6.0542,15.3005,48.4337,0.9857,0.9889,0.9912,79.6293,90.0985,97.1327
2012-01-26,1302603,201204,23.3267,25.0219,27.0128,1.0863,7.3569,17.8084,58.8555,0.987,0.9891,0.9911,81.9054,90.4499,96.3284
2012-01-27,1302603,201204,23.1585,25.0306,27.3275,1.2804,5.438,18.8204,43.5041,0.9865,0.989,0.9909,77.3918,89.4373,97.859
2012-01-28,1302603,201204,22.9833,25.4766,28.1755,0.1519,3.1467,8.7446,25.1736,0.9862,0.9895,0.9917,74.3464,87.02,97.3917
2012-01-29,1302603,201205,23.3599,26.1657,29.98,0.3954,2.3246,9.384,18.5971,0.9855,0.989,0.9912,67.2858,85.8742,97.4048
2012-01-30,1302603,201205,23.5348,25.1187,26.6909,1.4132,9.3685,22.009,74.9481,0.9865,0.9888,0.9911,84.6078,91.0244,97.1118
2012-01-31,1302603,201205,23.1867,24.4514,27.3431,2.6144,15.894,24.6771,127.1524,0.9848,0.9884,0.9909,78.2376,93.3008,98.3577
2012-02-01,1302603,201205,23.4888,25.4539,28.0441,0.6505,8.5415,24.5445,68.3317,0.9847,0.9881,0.9902,77.8681,88.1248,96.055
2012-02-02,1302603,201205,23.4366,25.2569,27.4533,0.9072,6.0034,16.3754,48.027,0.9839,0.9874,0.9894,79.0293,89.1108,97.6062
2012-02-03,1302603,201205,23.555,24.9664,26.8525,2.7092,9.7909,16.6786,78.3271,0.9852,0.9872,0.9892,82.087,91.0524,97.2786
2012-02-04,1302603,201205,23.7923,26.2112,30.2346,0.0104,2.3487,16.7184,18.7897,0.9851,0.9876,0.9894,64.4671,85.6628,97.0721
2012-02-05,1302603,201206,23.8742,25.7186,28.4968,0.7221,3.7884,13.0168,30.3069,0.9863,0.9883,0.9902,73.961,87.015,94.7122
2012-02-06,1302603,201206,23.531,25.5246,27.9268,0.0533,3.9695,13.0503,31.7562,0.9869,0.9892,0.9913,78.6335,88.7669,96.8694
2012-02-07,1302603,201206,23.5543,25.3418,26.9161,0.2639,4.8289,10.3277,38.6316,0.986,0.9889,0.9909,83.1286,90.0663,97.7361
2012-02-08,1302603,201206,23.3118,25.3421,28.0687,0.1509,4.0288,10.4335,32.2307,0.9861,0.9887,0.9907,76.3907,88.7386,97.2108
2012-02-09,1302603,201206,23.4311,25.6561,28.6961,0.044,3.6584,13.2935,29.2674,0.987,0.9891,0.9911,77.4045,87.8624,96.2727
2012-02-10,1302603,201206,22.9255,23.8513,24.7281,1.4968,9.9829,19.9832,79.8635,0.9881,0.9905,0.9924,91.8399,94.3102,96.2679
2012-02-11,1302603,201206,22.6409,24.5249,27.0725,0.288,4.9985,20.9732,39.988,0.9864,0.9898,0.9922,78.1838,89.7691,98.0001
2012-02-12,1302603,201207,23.3611,25.2723,27.5891,0.0108,4.577,16.7838,36.6156,0.9871,0.9893,0.9914,79.815,88.3666,95.1682
2012-02-13,1302603,201207,23.18,25.6917,29.0674,0.0345,2.9194,18.434,23.3551,0.9853,0.9886,0.9909,69.5525,85.4639,96.193
2012-02-14,1302603,201207,22.9021,24.8122,27.7617,1.7309,11.7612,20.693,94.0896,0.9874,0.9892,0.9916,77.1784,90.2947,97.2169
2012-02-15,1302603,201207,22.7806,24.2484,26.3301,1.5861,8.261,21.2696,66.0882,0.9884,0.9906,0.9926,81.869,91.0257,97.285
2012-02-16,1302603,201207,22.6461,24.4339,26.695,0.2774,4.5805,9.9213,36.6442,0.989,0.9908,0.9926,74.6539,88.5862,96.5919
2012-02-17,1302603,201207,22.504,24.2576,26.649,0.0065,2.603,6.3283,20.8241,0.9874,0.9901,0.9927,72.4674,88.244,97.9796
2012-02-18,1302603,201207,22.1355,24.6061,27.1269,0.2948,3.3989,9.7453,27.1911,0.9871,0.99,0.9919,80.3588,87.6594,96.2774
2012-02-19,1302603,201208,22.988,25.2537,28.9914,0.0,3.9262,11.2513,31.4095,0.9873,0.9897,0.9917,70.2889,87.1214,96.1679
2012-02-20,1302603,201208,23.1548,25.108,27.4355,0.0458,4.7713,12.643,38.1706,0.9877,0.9896,0.9914,81.2264,89.5419,96.5235
2012-02-21,1302603,201208,22.9148,24.3594,26.8749,0.0017,5.0005,12.7176,40.004,0.9874,0.9903,0.993,86.0269,92.1812,96.9159
2012-02-22,1302603,201208,22.9097,23.8315,25.1232,1.6651,9.873,18.1445,78.9843,0.9867,0.9902,0.9927,88.8222,94.3202,97.4822
2012-02-23,1302603,201208,22.3561,24.3101,27.267,1.1872,8.1441,19.1903,65.1528,0.9863,0.9893,0.9916,80.492,91.2171,97.9783
2012-02-24,1302603,201208,22.8861,24.5458,27.0122,0.0713,4.5146,14.0743,36.117,0.9865,0.9893,0.9919,77.9688,89.856,96.9193
2012-02-25,1302603,201208,22.6865,24.2454,26.6558,0.9815,7.1699,20.8293,57.3595,0.987,0.9894,0.9916,81.7498,91.2359,97.5869
2012-02-26,1302603,201209,22.5315,24.4251,27.2623,0.4924,5.0142,22.4705,40.1135,0.9866,0.9897,0.9923,72.8088,88.9137,97.7563
2012-02-27,1302603,201209,23.3553,24.8217,27.904,0.0091,3.0827,9.3413,24.6619,0.9882,0.9897,0.9924,74.1885,86.5851,92.6655
2012-02-28,1302603,201209,22.6052,23.8308,25.3914,1.6532,13.6585,27.3022,109.2678,0.9875,0.9899,0.9918,85.3241,92.992,97.6802
2012-02-29,1302603,201209,22.4605,23.8994,26.362,0.5405,10.5347,27.9244,84.2773,0.9876,0.9904,0.9924,83.2116,92.6224,97.9745
2012-03-01,1302603,201209,22.2998,23.2762,24.9223,3.9061,13.3205,24.6959,106.5639,0.9888,0.9911,0.9942,85.3235,95.4265,98.6847
2012-03-02,1302603,201209,22.1111,24.1405,26.6913,0.2174,6.8292,23.2415,54.6335,0.9878,0.9909,0.9932,80.0574,91.0187,98.6746
2012-03-03,1302603,201209,22.7659,25.188,28.301,0.0009,3.9303,11.0535,31.4428,0.9867,0.9901,0.9922,72.1834,86.7506,96.8635
2012-03-04,1302603,201210,22.8972,25.0736,27.4791,2.0855,6.9094,13.3481,55.2753,0.9869,0.9902,0.9924,76.0093,88.6666,96.7327
2012-03-05,1302603,201210,23.0551,24.8213,26.7738,0.5019,6.8665,15.0129,54.9319,0.9878,0.9903,0.993,79.6481,89.3167,96.2175
2012-03-06,1302603,201210,23.1926,24.3441,26.079,0.4482,9.702,25.1038,77.6159,0.9883,0.9902,0.9925,87.0868,92.1911,96.2759
2012-03-07,1302603,201210,22.6266,24.3231,27.1749,2.7223,12.2399,27.189,97.9189,0.9863,0.9898,0.9923,78.8347,91.2164,97.528
2012-03-08,1302603,201210,22.9319,24.5609,27.0704,0.3736,4.0898,14.5438,32.7185,0.9872,0.9897,0.9924,80.6885,89.5195,95.1463
2012-03-09,1302603,201210,22.6308,23.6319,24.6313,0.9649,8.7444,24.3458,69.9556,0.9888,0.9906,0.9929,90.9599,94.0702,97.8095
2012-03-10,1302603,201210,22.0234,23.6776,26.8373,1.8547,7.7696,25.8961,62.1572,0.9888,0.9913,0.994,78.9248,92.5386,98.6235
2012-03-11,1302603,201211,22.4908,24.568,27.8505,0.0813,3.9476,11.3696,31.581,0.9881,0.9912,0.9931,76.4412,90.1815,97.6534
2012-03-12,1302603,201211,22.5268,24.9188,28.6982,0.0712,3.8054,12.2799,30.443,0.9878,0.9903,0.9922,73.877,88.9804,98.5749
2012-03-13,1302603,201211,22.9871,25.337,27.6485,0.0151,3.2134,10.4287,25.707,0.9864,0.9898,0.992,76.6115,88.0586,98.4169
2012-03-14,1302603,201211,22.9767,25.3789,28.5984,0.2914,9.6264,16.4654,77.0116,0.9882,0.9905,0.993,71.9465,87.7175,97.1472
2012-03-15,1302603,201211,23.4169,25.0492,27.7537,0.0,8.0545,16.9337,64.4358,0.9887,0.9908,0.9937,79.8304,90.1728,97.3717
2012-03-16,1302603,201211,23.2078,24.7976,26.6045,0.0025,4.8797,14.7379,39.0379,0.9877,0.9908,0.9931,83.1073,91.6068,97.6081
2012-03-17,1302603,201211,23.0535,25.5004,29.3895,0.0061,2.637,7.8708,21.0956,0.9868,0.9903,0.9927,73.5314,88.4946,97.1786
2012-03-18,1302603,201212,23.1931,24.5323,26.212,2.2708,5.9864,10.9691,47.8916,0.9874,0.9902,0.9924,86.8632,92.4401,96.9302
2012-03-19,1302603,201212,22.4634,25.165,29.1062,1.0843,4.8379,13.9082,38.7032,0.9868,0.9893,0.9913,71.0688,89.114,98.2034
2012-03-20,1302603,201212,23.3442,25.5863,29.2367,0.0695,2.9085,14.4898,23.2678,0.9854,0.9889,0.9915,70.076,86.7788,96.7718
2012-03-21,1302603,201212,23.3639,25.9931,29.3504,0.1149,2.6277,7.7626,21.0214,0.9852,0.9888,0.9909,70.8145,84.8594,95.4463
