year,S_H,E_H,I_H,R_H,S_M,E_M,I_M
2022.7385352498288,6282.536680312655,4024.7873980267614,107.5955864979587,2847.784732478208,3721.012953836163,121.4352130095448,91.75933065590145
2022.7412731006161,6260.45820177542,4053.892897481877,107.00538170244212,2841.7758163558415,3348.7790976963443,109.36394918793904,89.84114345382245
2022.7440109514032,6238.375095100555,4083.0506137656585,106.36095381883507,2835.7735346305317,3013.8023966478936,98.5764603994911,88.85446170101055
2022.7467488021903,6216.956352772449,4109.34174266094,107.91302847977819,2829.776973402416,2712.41492716073,88.71862007233256,79.96938739614144
2022.7494866529773,6198.360768134525,4126.461233955978,115.7713011928455,2823.8226940322356,2441.185023582431,80.1350960934263,77.84324079924772
2022.7522245037646,6194.0498932266,4130.56419160707,122.21409797527286,2818.015714506642,8797.435456638717,72.12158253299097,70.058915834861
2022.7549623545517,6196.541105492849,4130.708792880343,125.68989266511751,2812.332006277272,11049.302101725913,73.31240664663598,63.052905796681536
2022.7577002053388,6192.185026678062,4127.5753692765065,139.21748890279798,2806.721812458212,9944.429014824387,103.91962414696035,57.13286040780282
2022.7604380561258,6181.491180148429,4117.693059207171,165.59099662976863,2801.3523613302145,8949.943076221969,158.08428851973338,54.54945450143265
2022.7631759069131,6171.429295836421,4105.351460730995,193.34399656023984,2796.430744187927,8053.519416420109,210.47814488924612,51.90978955584191
2022.7659137577002,6162.272430921482,4091.499515666554,221.21979345473096,2791.991657272815,7248.161304938069,233.561301925216,46.71879480200785
2022.7686516084873,6154.740205589929,4076.456365478701,248.2161716706676,2787.998554576286,6518.141134736163,252.16471545555382,42.01337230232498
2022.7713894592744,6149.326755802824,4060.8412856526497,273.1758074599407,2784.495348400169,5866.043464041223,255.76864118555778,37.810257861244125
2022.7741273100617,6144.869342811854,4045.0607363920763,296.9174949141041,2781.4195231975464,5279.438972418089,283.681444673145,53.29017872998893
2022.7768651608487,6140.581214618677,4038.9437092772405,310.4222728863112,2778.747800533348,4751.492154850381,285.9115826976516,58.67746053575881
2022.7796030116358,6130.010969822664,4033.885702866981,328.91784605616203,2776.30837856977,4276.322429064418,296.92558430536076,72.14552438791505
2022.782340862423,6124.908591999945,4034.773823475149,335.68443039117216,2774.1839514493167,5688.253015455323,280.9525622177531,72.27536751828644
2022.7850787132102,6121.820650258894,4036.5426861547035,339.4372042542152,2772.17815664777,5119.473811170057,275.6961133310978,70.77292078277702
2022.7878165639972,6119.177981716528,4038.7035002790362,342.2846851045301,2770.2404302154873,8855.943802157874,265.6106425525095,69.740120480094
2022.7905544147843,6117.84526685638,4040.850298088463,343.7834727700387,2768.3554596006998,7970.535356887798,283.2156247746819,67.7849282286901
2022.7932922655716,6124.509298535478,4041.209851991888,339.042599696663,2766.500647091549,12114.589976012488,254.89455549964816,61.0064718266034
2022.7960301163587,6130.69578383397,4041.6991556643197,334.7234541634358,2764.5719036538535,157249.65712747426,232.7559006722516,54.905837001208134
2022.7987679671457,6131.807968552439,4043.5632128050115,334.17055741446376,2762.576458543665,141524.7841834502,1324.5925471286307,54.443453529050565
2022.8015058179328,6135.737012338872,4044.2192319279666,332.01258758915,2760.5772654595917,127372.20010675804,1713.4889238796948,50.19062753909639
2022.8042436687201,6135.341742744949,4043.240664243668,335.8440061148988,2758.547584212065,114634.93317554552,2640.0012359628704,53.67275496141113
2022.8069815195072,6133.516319332901,4041.090439563128,342.2082475624954,2756.586890857058,103163.57114496664,3409.40557167677,60.36306839416502
2022.8097193702943,6130.250881847284,4038.892671553415,349.9484678679188,2754.737776046966,92844.20058793842,3950.3125276215246,68.52829198610293
2022.8124572210816,6123.977407347973,4038.28590043248,358.97140835127686,2753.0229811838512,83559.45306810977,4444.46577831545,85.56373368704614
2022.8151950718686,6117.729194010861,4040.8356777470945,364.65745259586066,2751.4632729617674,75203.29035720575,4558.690506936212,95.10037213753641
2022.8179329226557,6108.625707054797,4045.559915958315,370.9253617685913,2750.0025125338802,67681.8721288514,4497.587290136626,250.14615546857166
2022.8206707734428,6048.763248916699,4095.8884110138183,382.23939056533396,2748.6503468197307,60913.6736965648,4294.237995588653,816.4505105389513
2022.82340862423,5835.536535224036,4301.163859321008,391.77852306963985,2747.4903797008956,54822.04325813205,4109.050564459367,1273.1448444321709
2022.8261464750171,5598.286983714094,4535.30318168308,396.31444856876124,2746.4925833496495,49339.585373662216,3807.3272901913247,1449.2495537907203
2022.8288843258042,5248.049585584102,4879.325348396178,403.8770194554324,2745.573143879872,44405.325428800774,3618.7124373197216,1695.7167089937163
2022.8316221765913,4777.741371141442,5340.459398133681,414.26996786669196,2744.7822601737707,39964.60420278165,3489.550079502083,1979.5631987875804
