year,I_H_no_intervention,I_H_with_intervention,E_H_no_intervention,E_H_with_intervention,R_H_no_intervention,R_H_with_intervention,S_H_no_intervention,S_H_with_intervention,S_M_no_intervention,S_M_with_intervention,E_M_no_intervention,E_M_with_intervention,I_M_no_intervention,I_M_with_intervention,difference,reduction_percent
2019.0889801505816,1131.334064247864,1412.091365419663,697.1103882437919,1547.0761859827935,7557.553775233243,7143.063230131565,1161.591465634521,1162.6175171830391,7364.077293030244,7473.810497258832,388.15705019498427,449.9597995587823,904.34081682717,871.912845129976,-280.7573011717989,-24.816480829511004
2019.091718001369,1112.4783649927745,1388.5559539664057,697.1185159113996,1547.0942948560328,7555.705038181851,7147.031554838148,1182.7156742733944,1182.594395056478,6627.303740091728,6725.692556399427,349.32418887524176,404.9196204357819,813.8618104063919,784.6355931142643,-276.07758897363124,-24.81644566412978
2019.094455852156,1096.3552623791486,1367.2428901643452,703.6837941098848,1551.9607013276632,7553.545974214974,7150.59340664928,1194.8604626554115,1195.9071005757764,5964.565069841117,6053.20269642234,317.83953874366813,364.8911740048662,732.4700197712931,706.1685492903014,-270.8876277851966,-24.70801546547569
2019.0971937029435,1078.361923043903,1344.6588223521492,703.7431203326613,1552.010136506546,7551.123964162575,7153.790193935226,1215.644385820277,1215.6728459231429,12162.068159360822,12170.26288408442,286.0553961561276,328.4017178744078,659.2217280793764,635.5505285145124,-266.2968993082461,-24.694575505463618
2019.0999315537304,1080.432829861218,1336.7000582459775,697.1035400620756,1547.544580460271,7548.408721315601,7156.601765761271,1223.3562021205216,1225.7134942495431,10946.191202861291,10953.289932880152,396.26117712803386,429.3039489675939,614.7279363735331,595.7288974237634,-256.2672283847596,-23.71894127075695
2019.1026694045172,1084.253295441816,1330.2415056458235,687.3158736390385,1540.7574543301157,7545.735318230159,7159.273368648617,1232.4247060483997,1236.7154700925068,9851.629265788371,9857.727249459544,467.9343493401692,492.1980228530231,568.1140630172583,552.7621431799561,-245.9882102040076,-22.687338026837292
2019.1054072553045,1066.1824219650075,1308.0708136935305,687.3158671362575,1540.7574542870598,7543.132958320234,7161.829613132313,1253.5258459379072,1256.757817604161,61125.05632654968,61100.59141054905,421.14105957891735,442.9782380844647,511.3026169120256,497.48591742092606,-241.88839172852295,-22.68733630805084
2019.108145106092,1048.41271408607,1286.2696321178291,687.3158671362575,1540.7574542870598,7540.236548485114,7164.0093437386695,1274.6198636519632,1276.807168573507,55012.61344431464,54990.61363374985,379.0269404741213,398.68039632735,460.1723392592471,447.7373055216012,-237.85691803175905,-22.687336278548035
2019.1108829568789,1030.91878059306,1264.7451665046576,687.3158645845315,1540.7574408327205,7537.071758002523,7165.907836181455,1295.7064901792878,1296.86105519823,49469.263227645184,49345.82249452162,340.83444909670584,357.7571211458955,413.80303403137583,401.7770151608888,-233.82638591159753,-22.681358639822573
2019.113620807666,1019.6426567890488,1248.0617692332037,684.0277783355332,1538.325255364681,7533.604226668441,7167.354298209715,1314.1661315663755,1314.9580759094629,44522.33562115184,44411.24004566346,524.5372660185745,531.7798951293399,372.42271989003615,361.5993120212218,-228.41911244415485,-22.401878827183264
2019.116358658453,1016.4880052852138,1237.5630942969003,676.3311491623734,1532.6281553892063,7529.958265433402,7168.518744356631,1329.0912734784076,1330.4173046743224,40070.08524431206,39970.10943047436,986.3134711771528,975.1784399769076,335.3132244311095,325.95196750023763,-221.0750890116865,-21.748912713402415
2019.1190965092403,999.5464575875826,1216.9373830466595,676.3311883198451,1532.6279664369158,7526.26971570466,7169.50503429687,1350.1492317473069,1350.4848149366176,36063.01230669878,35973.05922694863,887.6858763542815,877.6819502087467,301.7813651042915,293.35645562059574,-217.39092545907693,-21.74895662016076
2019.1218343600276,986.2683661425668,1199.169616895021,674.4491317444441,1531.237324476102,7522.308914557284,7170.144855147293,1369.6980809151023,1369.4313021986502,32456.69892546136,32375.74098422421,869.5617557002736,856.4425782485315,271.60384926597925,264.02071013498005,-212.90125075245408,-21.58654358804395
2019.1245722108144,977.2711260510564,1184.7174909581174,670.3095834113141,1528.177183246191,7518.137705894437,7170.486823769127,1387.4339780025864,1387.0295007436318,29210.94205965212,29138.117590199807,987.1899932581784,965.9840706201936,252.56403838473884,245.9194688031476,-207.44636490706102,-21.227104677215568
