year,I_H_no_intervention,I_H_with_intervention,E_H_no_intervention,E_H_with_intervention,R_H_no_intervention,R_H_with_intervention,S_H_no_intervention,S_H_with_intervention,S_M_no_intervention,S_M_with_intervention,E_M_no_intervention,E_M_with_intervention,I_M_no_intervention,I_M_with_intervention,difference,reduction_percent
2017.0547570157423,2327.053390530525,2321.7850820998037,1477.391780582423,1476.5943578610202,683.5811759751409,682.8659042307698,4081.786815715888,4087.832994430524,28874.86706952587,29157.28044485312,4266.327814659768,4288.326094416692,1768.3537282837387,1770.1759200294268,5.26830843072139,0.22639396466620446
2017.0574948665296,2288.2692033077865,2283.0914380247414,1477.391780582423,1476.5933453267255,720.4925386933207,719.6911216737315,4084.087540220448,4090.130482175004,38175.09116544867,37921.22661781878,3839.69578668948,3859.507838618754,1591.5185920391486,1593.165072257461,5.177765283045119,0.2262743070422155
2017.060232717317,2250.131378891986,2245.0399134229856,1477.391780582423,1476.5933453267255,756.6564116305262,755.7708898770422,4086.489391699044,4092.530138573445,34357.61174250098,34129.12518629839,3455.725920212208,3473.557012554556,1432.366613541273,1433.848547611119,5.091465469000468,0.22627414189066672
2017.062970568104,2212.6298528050183,2207.623323136814,1477.39149146698,1476.5930304692909,792.0855892785298,791.1176211767631,4088.989929253455,4095.0282124173314,43955.13049777816,44151.50160241998,3110.155251508018,3126.2042345814552,1289.1310583037732,1290.4652647219157,5.006529668204166,0.22627054687241233
2017.065708418891,2452.4664719130133,2444.0607859403485,1351.8210009421437,1353.3503017027228,826.7926560302662,825.7438997164945,3940.444636695968,3947.636174631255,39559.61750540849,39736.35425910232,4688.558473163281,4689.569325103609,1784.4110579726778,1778.5899266615115,8.405685972664742,0.34274417485136915
2017.0684462696784,2800.477311025312,2787.0318924159637,1279.8754932716088,1282.7814051881269,865.4015360460814,864.2157609066828,3626.2000432335167,3637.190987324221,35603.61342124122,35762.69895021566,7243.682138780407,7218.590265774603,2550.529047008326,2534.3797612209305,13.445418609348053,0.4801116779776877
2017.0711841204652,3020.680445477052,3003.677985933568,1307.523046272934,1309.9272041129536,909.7033522877962,908.2977294831308,3334.4754395387363,3349.7450263053424,32043.124077589517,32186.368959359697,8590.35039202994,8542.64249143832,2787.6927617977462,2767.442728903643,17.002459543484292,0.5628685274850089
2017.0739219712525,2970.34833635875,2953.6038492938947,1307.523925500149,1309.926145092474,957.555037892405,955.8690400312267,3337.382883825214,3352.676811417399,28838.74639977664,28967.57811838096,7731.431606362468,7688.324299889755,2508.947399700849,2490.6846327429066,16.744487064855548,0.5637213272225859
2017.07665982204,2920.569039756469,2903.5425495283357,1307.523925500149,1309.926145092474,1004.7536379058292,1003.4418528666956,3340.391480414069,3355.59319834749,26722.75887441261,25748.941222444988,6930.285658811553,6834.060050745923,2248.9649006684394,2213.9403598525423,17.026490228133298,0.5829853701918668
2017.0793976728269,2871.892844330744,2853.481249762776,1307.523925500149,1309.926145092474,1050.6770906155075,1051.0146657021642,3343.5721231301177,3358.5095852775808,24050.47157039391,22530.30432650902,6237.252770435748,5979.795801602091,2024.06700789468,1937.196086962178,18.411594567968223,0.6410961538594173
2017.082135523614,2823.216693668136,2803.4199499972165,1307.523925500149,1309.926145092474,1096.6004915852227,1098.587478537633,3346.75277282301,3361.425972207672,21378.19568295265,19311.66743057305,5544.224204554593,5125.531552458259,1799.1705178278362,1660.4518140718135,19.796743670919568,0.7012123339777417
2017.084873374401,2774.540543005528,2753.358650231657,1307.523925500149,1309.926145092474,1142.5238925549377,1146.1602913731017,3349.9334225159027,3364.3423591377623,18705.91979551139,16093.03053463708,4851.195638673437,4271.267303314427,1574.2740277609923,1383.7075411814494,21.181892773870914,0.7634378537833718
2017.0876112251883,2725.8643923429204,2704.382910877755,1307.523925500149,1309.926145092474,1188.4472935246529,1192.4779757267709,3353.114072208796,3367.4283141379965,16033.643908070126,15301.61099118654,4158.167072792282,3528.145146999143,1349.3775376941485,1142.9683528155133,21.481481465165416,0.7880612669327167
2017.0903490759756,2677.1882416803123,2659.309860554223,1307.523925500149,1309.926145092474,1234.370694494368,1234.2839633843216,3356.2947219016883,3371.1232768039768,13361.368020628865,13771.449716682984,3465.1385069111266,3175.330467617412,1124.4810476273042,1028.6714641842316,17.878381126089153,0.6678044094078328
