transform,n_valid,mean,median,sd,min,max
raw,400,1076.5498713762413,917.4285714285714,644.540302532616,917.4285714285713,6547.1044956838805
log10,400,3.00249033671399,2.962572261216227,0.12803710868384438,2.9625722612162266,3.8160492725756896
