target,n_weeks,within_year_r2_raw,within_year_r2_std,loyo_overall_r2_raw,loyo_overall_r2_std,loyo_mean_r2_raw,loyo_mean_r2_std,gap_raw,gap_std,gap_narrowed
b1_eff,357,0.49553008611959976,0.4954528922342592,0.16646383789773267,0.2141451677544396,-0.21222519709348306,0.2129760631903179,0.3290662482218671,0.2813077244798196,0.047758523742047476
b2_eff,357,0.6345041565280888,0.6380813806676814,0.1917397306808286,0.4390240289062115,-4.6442201427962235,0.4380276365849391,0.44276442584726017,0.19905735176146988,0.2437070740857903
